JCT00000	46700	16	0	1	0	0	1
JCT00000	46701	16	0	1	0	0	1
JCT00000	46702	16	0	1	0	0	1
JCT00000	46703	16	0	1	0	0	1
JCT00000	46704	16	0	1	0	0	1
JCT00000	46705	16	0	1	0	0	1
JCT00000	46706	16	0	1	0	0	1
JCT00000	46707	16	0	1	0	0	1
JCT00000	46708	16	0	1	0	0	1
JCT00001	46700	18	0	1	0	0	1
JCT00002	46700	20	0	1	0	0	1
JCT00003	46700	22	0	1	0	0	1
JCT00004	46700	24	0	1	0	0	1
JCT00005	46700	26	0	1	0	0	1
JCT00006	46700	28	0	1	0	0	1
JCT00007	46700	30	0	1	0	0	1
JCT00008	46700	32	0	1	0	0	1
JCT00009	46700	34	0	1	0	0	1
JCT00009	46701	34	0	1	0	0	1
JCT00009	46702	34	0	1	0	0	1
JCT00010	46700	36	0	1	0	0	1
JCT00010	46703	36	0	1	0	0	1
JCT00010	46704	36	0	1	0	0	1
JCT00011	46700	38	0	1	0	0	1
JCT00011	46705	38	0	1	0	0	1
JCT00011	46706	38	0	1	0	0	1
JCT00012	46700	40	0	1	0	0	1
JCT00012	46707	40	0	1	0	0	1
JCT00012	46708	40	0	1	0	0	1
JCT00013	46700	42	0	1	0	0	1
JCT00013	46701	42	0	1	0	0	1
JCT00013	46702	42	0	1	0	0	1
JCT00014	46700	44	0	1	0	0	1
JCT00014	46703	44	0	1	0	0	1
JCT00014	46704	44	0	1	0	0	1
JCT00015	46700	46	0	1	0	0	1
JCT00015	46705	46	0	1	0	0	1
JCT00015	46706	46	0	1	0	0	1
JCT00016	46700	48	0	1	0	0	1
JCT00016	46707	48	0	1	0	0	1
JCT00016	46708	48	0	1	0	0	1
JCT00017	46700	525	4	1	0	0	1
JCT00017	46701	525	4	1	0	0	1
JCT00017	46702	525	4	1	0	0	1
JCT00017	46703	525	4	1	0	0	1
JCT00017	46704	525	4	1	0	0	1
JCT00017	46705	525	4	1	0	0	1
JCT00017	46706	525	4	1	0	0	1
JCT00017	46707	525	4	1	0	0	1
JCT00017	46708	525	4	1	0	0	1
JCT00018	46030	16	0	1	0	0	0
JCT00018	46031	16	0	1	0	0	0
JCT10000	46700	50	0	1	0	0	1
JCT10000	46701	50	0	1	0	0	1
JCT10000	46702	50	0	1	0	0	1
JCT10001	46700	51	3	1	0	0	1
JCT10002	46700	51	4	1	0	0	1
JCT10002	46701	51	4	1	0	0	1
JCT10002	46702	51	4	1	0	0	1
JCT10003	46700	51	5	1	0	0	1
JCT10004	46700	51	6	1	0	0	1
JCT10005	46700	51	7	1	0	0	1
JCT10006	46700	52	5	1	0	0	1
JCT10007	46700	52	6	1	0	0	1
JCT10008	46700	52	7	1	0	0	1
JCT10009	46700	53	0	1	0	0	1
JCT10010	46700	54	0	1	0	0	1
JCT10011	46700	55	0	1	0	0	1
JCT10012	46700	56	0	1	0	0	1
JCT10013	46700	57	0	1	0	0	1
JCT10014	46700	58	0	1	0	0	1
JCT10015	46700	59	0	1	0	0	1
JCT10016	46700	60	0	1	0	0	1
JCT10017	46700	61	0	1	0	0	1
JCT10018	46700	62	0	1	0	0	1
JCT10019	46700	63	0	1	0	0	1
JCT10020	46700	64	0	1	0	0	1
JCT10021	46700	65	0	1	0	0	1
JCT10022	46700	66	0	1	0	0	1
JCT10023	46700	67	0	1	0	0	1
JCT10024	46700	68	0	1	0	0	1
JCT10025	46700	69	0	1	0	0	1
JCT10026	46700	70	0	1	0	0	1
JCT10027	46700	71	0	1	0	0	1
JCT10028	46700	72	0	1	0	0	1
JCT10029	46700	73	0	1	0	0	1
JCT10030	46700	74	0	1	0	0	1
JCT10031	46700	75	0	1	0	0	1
JCT10032	46700	76	0	1	0	0	1
JCT10033	46700	77	0	1	0	0	1
JCT10034	46700	79	0	1	0	0	1
JCT10035	46700	81	0	1	0	0	1
JCT10035	46701	81	0	1	0	0	1
JCT10036	46700	83	0	1	0	0	1
JCT10036	46702	83	0	1	0	0	1
JCT10037	46700	85	0	1	0	0	1
JCT10038	46700	86	0	1	0	0	1
JCT10039	46700	87	0	1	0	0	1
JCT10040	46700	88	0	1	0	0	1
JCT10041	46700	89	0	1	0	0	1
JCT10042	46700	90	0	1	0	0	1
JCT10043	46700	91	0	1	0	0	1
JCT10044	46700	92	0	1	0	0	1
JCT10045	46700	93	0	1	0	0	1
JCT10046	46700	94	0	1	0	0	1
JCT10047	46700	95	0	1	0	0	1
JCT10048	46700	96	0	1	0	0	1
JCT10049	46700	97	0	1	0	0	1
JCT10050	46700	98	0	1	0	0	1
JCT10051	46700	99	0	1	0	0	1
JCT10052	46700	100	0	1	0	0	1
JCT10053	46700	101	0	1	0	0	1
JCT10054	46700	102	0	1	0	0	1
JCT10055	46700	103	0	1	0	0	1
JCT10056	46700	104	0	1	0	0	1
JCT10057	46700	105	0	1	0	0	1
JCT10058	46700	106	0	1	0	0	1
JCT10059	46700	107	0	1	0	0	1
JCT10060	46700	108	0	1	0	0	1
JCT10061	46700	109	0	1	0	0	1
JCT10062	46700	110	0	1	0	0	1
JCT10063	46700	111	0	1	0	0	1
JCT10064	46700	112	0	1	0	0	1
JCT10065	46700	113	0	1	0	0	1
JCT10066	46700	114	0	1	0	0	1
JCT10067	46700	115	0	1	0	0	1
JCT10068	46700	116	0	1	0	0	1
JCT10069	46700	117	0	1	0	0	1
JCT10070	46700	118	0	1	0	0	1
JCT10071	46700	119	0	1	0	0	1
JCT10072	46700	120	0	1	0	0	1
JCT10073	46700	121	0	1	0	0	1
JCT10074	46700	122	0	1	0	0	1
JCT10075	46700	123	0	1	0	0	1
JCT10076	46700	124	0	1	0	0	1
JCT10077	46700	125	0	1	0	0	1
JCT10078	46700	126	0	1	0	0	1
JCT10079	46700	127	0	1	0	0	1
JCT10080	46700	128	0	1	0	0	1
JCT10081	46700	129	0	1	0	0	1
JCT10082	46700	130	0	1	0	0	1
JCT10083	46700	131	0	1	0	0	1
JCT10084	46700	132	0	1	0	0	1
JCT10085	46700	133	0	1	0	0	1
JCT10086	46700	134	0	1	0	0	1
JCT10087	46700	135	0	1	0	0	1
JCT10088	46700	136	0	1	0	0	1
JCT10089	46700	137	0	1	0	0	1
JCT10090	46700	138	0	1	0	0	1
JCT10091	46700	139	0	1	0	0	1
JCT10092	46700	140	0	1	0	0	1
JCT10093	46700	141	0	1	0	0	1
JCT10094	46700	142	0	1	0	0	1
JCT10095	46700	143	0	1	0	0	1
JCT10096	46700	144	0	1	0	0	1
JCT10097	46700	145	0	1	0	0	1
JCT10098	46700	146	0	1	0	0	1
JCT10099	46700	147	0	1	0	0	1
JCT10100	46700	148	0	1	0	0	1
JCT10101	46700	149	0	1	0	0	1
JCT10102	46700	150	0	1	0	0	1
JCT10103	46700	151	0	1	0	0	1
JCT10104	46700	152	0	1	0	0	1
JCT10105	46700	153	0	1	0	0	1
JCT10106	46700	154	0	1	0	0	1
JCT10107	46700	155	0	1	0	0	1
JCT10108	46700	156	0	1	0	0	1
JCT10109	46700	157	0	1	0	0	1
JCT10110	46700	158	0	1	0	0	1
JCT10111	46700	159	0	1	0	0	1
JCT10112	46700	160	0	1	0	0	1
JCT10113	46700	161	0	1	0	0	1
JCT10114	46700	162	0	1	0	0	1
JCT10115	46700	163	0	1	0	0	1
JCT10116	46700	164	0	1	0	0	1
JCT10117	46700	165	0	1	0	0	1
JCT10118	46700	166	0	1	0	0	1
JCT10119	46700	167	0	1	0	0	1
JCT10120	46700	168	0	1	0	0	1
JCT10121	46700	169	6	1	0	0	1
JCT10122	46700	169	7	1	0	0	1
JCT10123	46700	170	0	1	0	0	1
JCT10124	46700	172	0	1	0	0	1
JCT10125	46700	174	0	1	0	0	1
JCT10126	46700	176	0	1	0	0	1
JCT10127	46700	178	0	1	0	0	1
JCT11000	46700	180	0	1	0	0	1
JCT11000	46703	180	0	1	0	0	1
JCT11000	46704	180	0	1	0	0	1
JCT11001	46700	181	3	1	0	0	1
JCT11002	46700	181	4	1	0	0	1
JCT11002	46703	181	4	1	0	0	1
JCT11002	46704	181	4	1	0	0	1
JCT11003	46700	181	5	1	0	0	1
JCT11004	46700	181	6	1	0	0	1
JCT11005	46700	181	7	1	0	0	1
JCT11006	46700	182	5	1	0	0	1
JCT11007	46700	182	6	1	0	0	1
JCT11008	46700	182	7	1	0	0	1
JCT11009	46700	183	0	1	0	0	1
JCT11010	46700	184	0	1	0	0	1
JCT11011	46700	185	0	1	0	0	1
JCT11012	46700	186	0	1	0	0	1
JCT11013	46700	187	0	1	0	0	1
JCT11014	46700	188	0	1	0	0	1
JCT11015	46700	189	0	1	0	0	1
JCT11016	46700	190	0	1	0	0	1
JCT11017	46700	191	0	1	0	0	1
JCT11018	46700	192	0	1	0	0	1
JCT11019	46700	193	0	1	0	0	1
JCT11020	46700	194	0	1	0	0	1
JCT11021	46700	195	0	1	0	0	1
JCT11022	46700	196	0	1	0	0	1
JCT11023	46700	197	0	1	0	0	1
JCT11024	46700	198	0	1	0	0	1
JCT11025	46700	199	0	1	0	0	1
JCT11026	46700	200	0	1	0	0	1
JCT11027	46700	201	0	1	0	0	1
JCT11028	46700	202	0	1	0	0	1
JCT11029	46700	203	0	1	0	0	1
JCT11030	46700	204	0	1	0	0	1
JCT11031	46700	205	0	1	0	0	1
JCT11032	46700	206	0	1	0	0	1
JCT11033	46700	207	0	1	0	0	1
JCT11034	46700	209	0	1	0	0	1
JCT11035	46700	211	0	1	0	0	1
JCT11035	46703	211	0	1	0	0	1
JCT11036	46700	213	0	1	0	0	1
JCT11036	46704	213	0	1	0	0	1
JCT11037	46700	215	0	1	0	0	1
JCT11038	46700	216	0	1	0	0	1
JCT11039	46700	217	0	1	0	0	1
JCT11040	46700	218	0	1	0	0	1
JCT11041	46700	219	0	1	0	0	1
JCT11042	46700	220	0	1	0	0	1
JCT11043	46700	221	0	1	0	0	1
JCT11044	46700	222	0	1	0	0	1
JCT11045	46700	223	0	1	0	0	1
JCT11046	46700	224	0	1	0	0	1
JCT11047	46700	225	0	1	0	0	1
JCT11048	46700	226	0	1	0	0	1
JCT11049	46700	227	0	1	0	0	1
JCT11050	46700	228	0	1	0	0	1
JCT11051	46700	229	0	1	0	0	1
JCT11052	46700	230	0	1	0	0	1
JCT11053	46700	231	0	1	0	0	1
JCT11054	46700	232	0	1	0	0	1
JCT11055	46700	233	0	1	0	0	1
JCT11056	46700	234	0	1	0	0	1
JCT11057	46700	235	0	1	0	0	1
JCT11058	46700	236	0	1	0	0	1
JCT11059	46700	237	0	1	0	0	1
JCT11060	46700	238	0	1	0	0	1
JCT11061	46700	239	0	1	0	0	1
JCT11062	46700	240	0	1	0	0	1
JCT11063	46700	241	0	1	0	0	1
JCT11064	46700	242	0	1	0	0	1
JCT11065	46700	243	0	1	0	0	1
JCT11066	46700	244	0	1	0	0	1
JCT11067	46700	245	0	1	0	0	1
JCT11068	46700	246	0	1	0	0	1
JCT11069	46700	247	0	1	0	0	1
JCT11070	46700	248	0	1	0	0	1
JCT11071	46700	249	0	1	0	0	1
JCT11072	46700	250	0	1	0	0	1
JCT11073	46700	251	0	1	0	0	1
JCT11074	46700	252	0	1	0	0	1
JCT11075	46700	253	0	1	0	0	1
JCT11076	46700	254	0	1	0	0	1
JCT11077	46700	255	0	1	0	0	1
JCT11078	46700	256	0	1	0	0	1
JCT11079	46700	257	0	1	0	0	1
JCT11080	46700	258	0	1	0	0	1
JCT11081	46700	259	0	1	0	0	1
JCT11082	46700	260	0	1	0	0	1
JCT11083	46700	261	0	1	0	0	1
JCT11084	46700	262	0	1	0	0	1
JCT11085	46700	263	0	1	0	0	1
JCT11086	46700	264	0	1	0	0	1
JCT11087	46700	265	0	1	0	0	1
JCT11088	46700	266	0	1	0	0	1
JCT11089	46700	267	0	1	0	0	1
JCT11090	46700	268	0	1	0	0	1
JCT11091	46700	269	0	1	0	0	1
